idx,query,filler_names,load_value,load_min,load_max
5627,"looking for material , unfilled, desity ca 1410 kg/m2, ford wss-m98p14-a7, tensile modulus >= 2750 mpa",unfilled,,,
5643,do you have a glass and mineral filled pps approved to gmw12345?,glass fiber | mineral,,,
5649,i am looking for a pa66 frianyl glass fiber filled grade,glass fiber,,,
5653,pa6 gf30,glass fiber,30,25,35
5677,material with thermoplastic rubber vulcanisate mf carbon powder total fill less than 62,mineral | carbon powder,62,,62
5702,polyetheretherketone52%,,52,47,57
5714,unfilled and kepital,unfilled,,,
5717,long carbon fiber carbon powder 63 with +/-28% range hffr ethylene methylacrylate,long carbon fiber | carbon powder,63,35,91
5750,"po, compel, without filled",unfilled,,,
5770,vw auto spec - 15% gf pps,glass fiber,15,10,20
5780,material with pa6/10 lcf,long carbon fiber,,,
5781,"application is water meter housing , pa66 glass fiber filled,  50% filler , flexural modulus at least 18000",glass fiber,50,45,55
5789,abrasion resistant lgf 72carbon fiber,long glass fiber | carbon fiber,72,67,77
5817,gmw15816p-tpv-epdm+pp-class-i-type-6 general motors (gm) without filler,unfilled,,,
5818,"applications: washing machine pump, material fulfilling:, -v0 , -filler content 25%, -laser markable , -glass fiber filled",glass fiber,25,20,30
5835,"pa66,6t 19%",,19,14,24
5842,long fiber reinforced (30wt%) celstran for automotive seat head box.,long glass fiber,30,25,35
5846,"dbl540506pomc metal, mineral",metal | mineral,,,
5859,"tensile mod = standard, 30% lcf, 22% long aramid fiber",long carbon fiber | long aramid fiber,52,47,57
5862,graphite fiber vectra clte parallel of(..) for use in beer machine part,graphite fiber,,,
5891,find grades without carbon fiber filler,unfilled,,,
5892,"mw 600000, unfilled, ps(avg) 120, high mw",unfilled,,,
5893,material with long fibreglass 9 to 65,long glass fiber,9,9,65
5902,pom with 30% glas fibre,glass fiber,30,25,35
5922,need a pc with an rti imp at a thickness of 0.150 mm and no filler for a wombat cage.,unfilled,,,
5938,pps fiber grade with flame retardance,glass fiber,,,
5939,natural organic fiber usp 88,natural organic fiber,,,
5944,ve 25% pbt,,25,20,30
5964,pet gr load upto 92 eco,glass fiber,92,,92
5980,gb grades,glass beads,,,
6001,material with 49% combined fill with laf,long aramid fiber,49,44,54
6011,material with long fibreglass and long metal fiber total load of 56 with range 6,long glass fiber | long metal fiber,56,50,62
6024,suggest a material with 25% graphite fiber load,graphite fiber,25,20,30
6035,polybutylene terephthalate total load in the range of 30 - 74% water resistance,,30,30,74
6064,pa 6/10 conductive filler aramidfiber load upto 67% low friction,metal | aramid fiber,67,,67
6066,25% reinforced plastic for nozzle for spray paint that contains glass beads and has tensile modulus higher than 3700 and mold shrinkage below 1.4%,glass beads,25,20,30
6082,"25% gf, = renault ub22c, ds ( ac ) 45, electrical vehicle connector",glass fiber,25,20,30
6114,gf25 v0,glass fiber,25,20,30
6117,total fill range 34 to 74 v2,,34,34,74
6120,"show tribologically modified, glass fiber reeinforced pa66",glass fiber,,,
6142,pbt gf eco-r,glass fiber,,,
6149,which grades of celstran pp gf30 are low emission,long glass fiber,30,25,35
6183,md 40 with +/-20 lt lowest flexural modulus astm d 790 tape 0° (mpa) and young's modulus minimum of izod impact unnotch 71 kj/m²,mineral,40,20,60
6186,pa6 30% glass fiber with impact modified,glass fiber,30,25,35
6197,water resistance semi aromatic polyamide total load range 27 to 45,,27,27,45
6231,electdiss gs 54,glass flake,54,49,59
6276,non-filler grades,unfilled,,,
6301,pa66 gf25% renault ub22c electric strength of 45,glass fiber,25,20,30
6345,"density of .85 to 1.05 g/cm^3, unfilled, mw of 600,000, average particle size of 120",unfilled,,,
6372,carbon fiber should not be greater than 40% filler load,carbon fiber,40,,40
6373,cf and aramid fiber,carbon fiber | aramid fiber,,,
6420,pip vitaldose and sf total load of 50 with range +/-17%,metal,50,33,67
6426,material with total content >60% long aramid fiber glass beads,long aramid fiber | glass beads,60,60,
6431,25% graphite fiber filled grade,graphite fiber,25,20,30
6435,cf and carbonpowder dbl5403pa66gf20 daimler-benz,carbon fiber | carbon powder,,,
6445,zytel lp and natural organic fiber + mineral,natural organic fiber | mineral,,,
6446,"sf, long glass fiber pa 6,6",metal | long glass fiber,,,
6454,"customer ctqs , light weight, thermally conductive, unfilled.",unfilled,,,
6458,"akroloy carbon fiber 40, pa6",carbon fiber,40,35,45
6463,"uv stabilise pa 10,10 lgf - 30%",long glass fiber,30,25,35
6464,a filler with min30-gf15 is required,glass fiber | mineral,45,40,50
6467,rti str at a thickness of 3.0 mm for hot dog compressor with filler content of 80%,,,,
6477,"unfilled pom, wss-m98p14-a7 qualified",unfilled,,,
6492,gf / metal,glass fiber | metal,,,
6500,stellantis-chrysler metal and carbonpowder 26,metal | carbon powder,26,21,31
6516,flame classification 1.5mm of hb75 mineral 42,mineral,42,37,47
6539,without glass fibre qmtt2 listed,unfilled,,,
6540,unfilled material meets ford wss-m98p14-a7,unfilled,,,
6544,medical/healthcare pa* filler load range 11 to 67%,,11,11,67
6583,looking for a glass/mineral free  grade,unfilled,,,
6586,polyamide 6/6 gs silicone,glass flake,,,
6588,"seeking gf/mf reinforced grades with tensile modulus 21500mpa, cti = plc4. applicable for auto camera base",glass fiber | mineral,,,
6592,find grades without carbon fiber filler,unfilled,,,
6596,"i""d like to check all grades contain gf less than 30%, v0 haogen free, cti 0class,",glass fiber,30,,30
6650,pa66 with gf30,glass fiber,30,25,35
6669,forprene 18%,,18,13,23
6687,gf filled contains reccycled conetent with mv 15cm3/10min,glass fiber,,,
6709,gf (long fiber) and cd 40,long glass fiber | carbon powder,40,35,45
6723,izod notch impact =75kj/m2 and high silicone weak flex or mv with combined load 55% to 71%,,55,55,71
6731,zytel g30,glass fiber,30,25,35
6736,pa66 with 30%glas,glass fiber,30,25,35
6759,pa 6 gf 30 0.8mm v1 fr uv impact ,glass fiber,30,25,35
6777,"excellent charpy notched impact strength and dk 1mhz, charpy unnotched impact of min 196 kj/m², anti-hydrolysis, lcf <53",long carbon fiber,53,,53
6791,i would be looking for pa66 with glass fiber and ptfe for application tailgate spring sleeve.,glass fiber,,,
6794,pp gf30 v0,glass fiber,30,25,35
6795,sofprene 15%,,15,10,20
6803,"total content less than 95 gr whisker min thickness 3, plc 4 high amp arc ignition",glass fiber | whisker,95,,95
6805,materials with total load of 61% with metal,metal,61,56,66
6806,suggest filler like min15,mineral,15,10,20
6833,glass filled pom,glass fiber,,,
6837,31% pa 66/6t,,31,26,36
6867,combined fill max 47 compressive / bending,,47,,47
6912,pbt gf30 with fr,glass fiber,30,25,35
6931,hydrolysis resistant pbt gf30,glass fiber,30,25,35
6938,gwit 1.6mm of 780°c combined fill <49,,49,,49
6967,38 sf 44 glass beads grades,metal | glass beads,82,77,87
6970,cf glass fiber min 70,carbon fiber | glass fiber,70,70,
6980,looking for a pa 10-10 un-filled with relative permittivity 60hz (2.54) in the range of 10%,unfilled,,,
6982,akroloy carbon fiber pa6 material,carbon fiber,,,
7000,"stp, litepol, full load of 70 with longglassfibre",long glass fiber,70,65,75
7028,graphite fiber 25%,graphite fiber,25,20,30
7080,"looking for a material with the following ctq low specific gravity, thermally conductive and unfilled",unfilled,,,
7081,high - temp. of deflection under load 1.80 mpa relative permittivity 1mhz in the range of 7.57 to 10.6 good electrostatic dissipative gr 19 / aramid fiber 23,glass fiber | aramid fiber,42,37,47
7085,"moderate flex mod tape and volres, long stainless steel / long carbon fiber",long metal fiber | long carbon fiber,,,
7115,nylon 6t-6i md / carbon fiber improved toughness,mineral | carbon fiber,,,
7122,balanced ratio of 15% to 20% of carbon fiber,carbon fiber,15,15,20
7127,need a 30% lgf pp material that does / will meet gmw15890.,long glass fiber,30,25,35
7130,td whisker combined fill <62,mineral | whisker,62,,62
7134,load 35 671 °c gwit @ 0.5mm,,35,30,40
7154,"applications part in a beer machine , material full filing , -filler content 25% , -graphite filler",graphite fiber,25,20,30
7163,carbon fiber pbt,carbon fiber,,,
7168,pa10-10 non-filler,unfilled,,,
7169,"24% continuous carbon fiber, 19% longcarbonfiber high-current arc ignition (hai): plc 1 (60 - 119)",continuous carbon fiber | long carbon fiber,43,38,48
7171,laser markable unfilled nylon,unfilled,,,
7173,long glass fibre 64 crosslinking,long glass fiber,64,59,69
7185,pa6 30 glas fibre recycle content,glass fiber,30,25,35
7191,pom/mf30,mineral,30,25,35
7193,"material with gf, long carbon fiber",glass fiber | long carbon fiber,,,
7194,"polyoxymethylene (acetal) 40 gb, 33% long aramid fiber",glass beads | long aramid fiber,73,68,78
7262,cra elvamide total fill range 33 to 75%,,33,33,75
7283,glass reinforced lcp,glass fiber,,,
7285,pa66 lgf20,long glass fiber,20,15,25
7302,need a pa6 with the hot-wire ignition ( hwi ) at a thickness of 0.025 to 0.028 mm and no filler for a dosing pump for chemicals,unfilled,,,
7331,glow wire temp @ 5 of 625 sf with total content 64,metal,64,59,69
7334,"pa 6t,6i laf <50 with good anti-warp",long aramid fiber,50,,50
7363,i am looking for a gf filled zenite with a flexural strength - 158 and special appearance,glass fiber,,,
7368,"pbt, unfilled",unfilled,,,
7371,crastin omnicarb 75 load,,75,70,80
7378,cnl 25% tpv,,25,20,30
7380,"searching for an acetal, melt volume rate 8,4, unfilled, approved by gmw16924p-pom-c2 auto spec, offset of delrin 527uv nc010.",unfilled,,,
7398,pp long fibre 30%,long glass fiber,30,25,35
7413,general motors (gm) without filler,unfilled,,,
7430,glass 50% lfrt materials,long glass fiber,50,45,55
7436,looking for a pa66-6t total fill at least 69 with low tensile stress at yield iso 527-1/-2 50mm/min (mpa) and perpendicular stress at break,,69,69,
7438,material with cf + glass beads,carbon fiber | glass beads,,,
7467,ppa gf30 ul94 v0,glass fiber,30,25,35
7468,unfilled pa66 with an rv between 41 and 45,unfilled,,,
7499,frianyl pa66 glass reinforced connector,glass fiber,,,
7520,material with full load of 57 with carbon,carbon,57,52,62
7545,pa66 gf15,glass fiber,15,10,20
7611,cf 15% and aramide 10%,carbon fiber | aramid fiber,25,20,30
7650,total load min 47% md natural organic fiber materials,mineral | natural organic fiber,47,47,
7661,need a material with 15min,mineral,15,10,20
7696,can you recommend a hydrolysis 19% long carbon fiber 18% long glass fiber polycarbonate grade that is approved for microwave oven component,long carbon fiber | long glass fiber,37,32,42
7697,long fiber reinforced ( 30wt% ) celstran for automotive seat head box.,long glass fiber,30,25,35
7702,"unfilled grade that meets the gmw16924p-pom-c2 spec, mvr = 8.4, and specific gravity = 1.4",unfilled,,,
7746,pa 6-12 37%,,37,32,42
7750,coefficient of linear thermal expansion = moderate + 40 full load with fibre glass,glass fiber,40,35,45
7756,materials with long fiber glass total filler load >74%,long glass fiber,74,74,
7819,long chain pa stainlesssteel 65 - 75 plasticiser,metal,65,65,75
7834,mf 15% aramide 20%,mineral | aramid fiber,35,30,40
7849,unfilled material for a suspension bellow,unfilled,,,
7874,materials with mf,mineral,,,
7884,lfrt grade with gf 50,long glass fiber,50,45,55
7923,pbt gf eco-r,glass fiber,,,
7938,td long glass fiber combined load upto 51% 192 rtie @ 0.9mm,mineral | long glass fiber,51,,51
7949,non filled low ion elution,unfilled,,,
7950,gf and cd 40 (long fiber),long glass fiber | carbon powder,40,35,45
7955,"fortron, glass fiber, 40%",glass fiber,40,35,45
7961,"for terminal block application, we require an unfilled pa66 with ul listing@0,4mm v0",unfilled,,,
7963,looking for a polyphenylene sulphide long fibre glass with e-mod of 2.75e+08,long glass fiber,,,
7975,unfilled grade to use in a suspension bellow,unfilled,,,
7978,lead-free soldered and flame - retardant vectra grade with filler content of 45% ( preferably mineral and glass fiber ),mineral | glass fiber,45,40,50
7989,polytetrafluoroethylene af long metal fiber with 65% load static resistant,aramid fiber | long metal fiber,65,60,70
7996,materials with gr with filler load 87,glass fiber,87,82,92
8015,58% sbs,,58,53,63
8034,laf total content range 27 to 41%,long aramid fiber,27,27,41
8058,peek with carbon fiber,carbon fiber,,,
8075,"which grade can be used for laser direct structuring with a flexural strength of 158 megapascals, gf 15%.",glass fiber,15,10,20
8103,flame retardant unreinforced density,unfilled,,,
8104,do we have pp 30% gf with at least 30% recycled content,glass fiber,30,25,35
8109,need to find a material with 25% graphite fiber filler with compressive modulus of 9000mpa and clte of 9.0e-6/c,graphite fiber,25,20,30
8113,v0 pa66-gf30,glass fiber,30,25,35
8121,65% reinforced pps containing glass fiber and mineral,glass fiber | mineral,65,60,70
8127,pa + gf + ptfe,glass fiber,,,
8168,haogen free td long glass fiber upto 47%,mineral | long glass fiber,47,,47
8176,material with cf and natural organic fiber 34 to 48,carbon fiber | natural organic fiber,34,34,48
8231,static resistant total fill >47,,47,47,
8236,pa6tgf30,glass fiber,30,25,35
8240,nylon 6-12 long metal fibre and glass beads,long metal fiber | glass beads,,,
8274,"pa 10,10 full load greater than 20 heat stabilized",,20,20,
8282,"nylon 6,10 full load of 62 with +/-10% range",,62,52,72
8283,loss angle at 1mhz - good without glass,unfilled,,,
8292,frianyl a gf,glass fiber,,,
8298,celcon unfilled,unfilled,,,
8310,"pom, celcon, 25% glass bead, low warpage",glass beads,25,20,30
8314,material with md,mineral,,,
8344,lt cfr cf combined load min 35%,cfr-cf,35,35,
8350,polyamide glass reinforced with good hydrolysis resistance,glass fiber,,,
8374,lcp with gr,graphite fiber,,,
8383,lcp filler glass fiber mineral 45% cti plc3,glass fiber | mineral,45,40,50
8407,35% abs,,35,30,40
8446,i am looking for a pps product with 65% filler load based on glass fiber and mineral filler.,glass fiber | mineral,65,60,70
8482,load <28%,,28,,28
8487,looking for a nylon 6-10 continuous fiber with charpy impact unnotch (299.47) between 226-349,long glass fiber,,,
8491,flame retardant pa with 30 gf,glass fiber,30,25,35
8493,mineral free grade,unfilled,,,
8507,unreinforced pa,unfilled,,,
8514,"nylon 6t,xt without filler",unfilled,,,
8522,pbt with 20-30% glass v0,glass fiber,20,20,30
8542,pa 6 un-filled,unfilled,,,
8550,looking for a grade that does not contain carbon fiber,unfilled,,,
8559,glass fiber mvr 15,glass fiber,,,
8580,pa66g30,glass fiber,30,25,35
8584,hytrel keploy and lcf metal total fill min 86%,long carbon fiber | metal,86,86,
8588,short fibre or glass beads anti-creep pa 6t-xt,glass fiber | glass beads,,,
8644,glass and mineral filled pps meet gmw17521p-pps-gf40-type 2,glass fiber | mineral,,,
8647,find a celcon pom grade with 25 percent glass bead filler,glass beads,25,20,30
8654,tds zytel ppa 30% gf,glass fiber,30,25,35
8665,pp+40%gf,glass fiber,40,35,45
8695,"40% glass fiber filled, pps, mercedes dbl 5420, water pump impeller",glass fiber,40,35,45
8712,cfr gf aramid fiber combined load at least 49%,cfr-gf | aramid fiber,49,49,
8713,20min+gf,mineral | glass fiber,20,15,25
8716,"nylon 10,10 cft and metal with tribology",long glass fiber | metal,,,
8732,material with long aramid fiber combined fill max 63,long aramid fiber,63,,63
8745,a pom with 20% glass beads,glass beads,20,15,25
8771,search lft40%,long glass fiber,40,35,45
8789,low density polyethylene total filler load <51 with low mv,,51,,51
8799,"pp, 30lgf, =gmw15890p-pp-gf30e",long glass fiber,30,25,35
8800,un filled cfr 21,unfilled,,,
8806,"unfilled, light weight and thermally conductive grade",unfilled,,,
8817,pa66 gf35 heat resistant,glass fiber,35,30,40
8824,"material with uhmwpe cf, long metal fiber with combined fill 22%",carbon fiber | long metal fiber,22,17,27
8832,pa6-cf passion ratio and stress-strain curves,carbon fiber,,,
8835,af long glass fiber total filler load less than 36 materials,aramid fiber | long glass fiber,36,,36
8838,gs natural organic fiber full load greater than 15% in copolyester elastomer,glass flake | natural organic fiber,15,15,
8839,a nylon 6-12 with total fill 40%,,40,35,45
8922,"v0 pa66-gf30, v0 @ 1.5mm, orange color for hv connectors",glass fiber,30,25,35
8925,polifor br filler load of 45 - 91,,45,45,91
8978,pa 6t-6i cfr/cf max 42% plasti,cfr-cf,42,,42
8983,38%paste,,38,33,43
8997,looking for a nylon 66/6t total load at least 32 with dielectric loss 60hz 2.45 within 30% margin,,32,32,
9002,excellent alogen free excellent tangent delta at 1mhz and rockwell hardness 94 from 56 - 139 with non-filler,unfilled,,,
9013,material with glass beads <85,glass beads,85,,85
9028,pa66-gf30 flame retardant,glass fiber,30,25,35
9043,un filled lead-free soldering resistance peld,unfilled,,,
9057,16% full load pipelon available in eu,,16,11,21
9063,pa66 gf7%,glass fiber,7,2,12
9075,gf55,glass fiber,55,50,60
9111,"cn, coolpoly, 26 carbon powder and 45 metal",carbon powder | metal,71,66,76
9114,"neo, talcoprene, sf",metal,,,
9117,litepol pb and longfibreglass metal 58 with +/-19,long glass fiber | metal,58,39,77
9122,please find pps containing 65% ( total ) glass and mineral fillers with mold shrinkage 0.3-0.5% and cti - plc 4,glass fiber | mineral,65,60,70
9134,gf - long fiber cd 40,long glass fiber | carbon powder,40,35,45
9177,grade of frianyl with pa66 and glass fiber,glass fiber,,,
9186,30% glas filled pp grade,glass fiber,30,25,35
9193,long steel total content 32 to 86 lowemiss pa 610,long metal fiber,32,32,86
9204,pa6t gf40,glass fiber,40,35,45
9205,polyester 30% glass,glass fiber,30,25,35
9210,"pa66 fr, material characteristic , - glass fiber content, - laser mark able",glass fiber,,,
9216,"unfilled, suspension bellow",unfilled,,,
9225,25% graphite fiber filled material with wear resistance for a beer machine part.,graphite fiber,25,20,30
9237,pp with an hb75 flammability classification at a thickness of 1.5 mm with filler content of 50%,,50,45,55
9239,"vw50125, pa6 with gf, tube housing application",glass fiber,,,
9241,combined load greater than 40 continuous carbon fiber aramidfiber,continuous carbon fiber | aramid fiber,40,40,
9257,without glass fibre iso 10993,unfilled,,,
9260,material with glas fiber natural organic fiber load of 68 with +/-10% range,glass fiber | natural organic fiber,68,58,78
9269,g/mineral with total filler load of 60,glass fiber | mineral,60,55,65
9348,"19 lcf 23 metal static pa 6t,66",long carbon fiber | metal,42,37,47
9349,bf 30%,,30,25,35
9353,"flex mod 158mpa, 15%gf, lasermarking",glass fiber,15,10,20
9364,glass sphere grades,glass beads,,,
9367,md + long carbon fiber,mineral | long carbon fiber,,,
9382,material with combined load less than 57,,57,,57
9384,pa66 gf50% zytel,glass fiber,50,45,55
9385,40% glass reinforced ppa,glass fiber,40,35,45
9391,what is an unfilled thermoplastic vulcanate that meets gmw15813 type 9 and has tear strength of 64?,unfilled,,,
9418,65 wt% filled pps with gf and mineral exhibiting 0.3-0.5% mold shrinkage and that has plc 4 comparative tracking rating,glass fiber | mineral,65,60,70
9449,fortronâ® 30% glass filled,glass fiber,30,25,35
9503,pa66 with glass fiber below 10%,glass fiber,10,5,15
9528,tell me the frianyl grade with 25% glass fiber,glass fiber,25,20,30
9558,glass filled zytel,glass fiber,,,
9565,clarifoil blue ridge td filler load of 59 with +/-12,mineral,59,47,71
9584,"pps, gf, mineral, gmw17521p-pps-gf40-type 2",glass fiber | mineral,,,
9590,relative thermal index electrical at 0.7mm of 196 long fibre glass natural organic fiber ranging between 17% - 73%,long glass fiber | natural organic fiber,17,17,73
9614,hostaform with low wear and friction properties without glass fiber and ptfe free,unfilled,,,
9653,pa66 gf30 heat and hydrolyses stabilized,glass fiber,30,25,35
9677,total load >65 ms-ar-100 ggv,,65,65,
9714,looking for a nylon 6/6 non filled with 180.48 cm³/10min mv,unfilled,,,
9730,looking for a nylon 10-10 glass whisker combined fill >63% with flex of 3669mpa,whisker,63,63,
9734,nylon 66 and glass fiber filled and with polytetrafluorethylene ( ptfe ) and tailgate spring sleeve application,glass fiber,,,
9740,non filler lia5310050,unfilled,,,
9745,unfilled pom grade having mvr 8-9 and specific gravity of 1.4,unfilled,,,
9766,can you recommend an unfillled material that can be used for a suspension bellow,unfilled,,,
9788,carbon fiber should not be greater than 40% filler load,carbon fiber,40,,40
9809,unfilled pom grade,unfilled,,,
9821,"i want a grade with 25% glass bead filler, a mold shrinkage < 1.4 and a tensile mod > 3700 that could be used in a paint can nozzle",glass beads,25,20,30
9844,5 va @ 2.2mm 54% filler load,,54,49,59
9845,looking for a ethylene-vinyl-acetate glass whisker with sr (3.42e+15ohm),whisker,,,
9848,40% gf pps,glass fiber,40,35,45
9851,tensile strain at yield: weak and compressive strength (267mpa) from 148 - 318 high plasticiser with filler load range 38 to 50,,38,38,50
9864,"which grade can be used for laser direct structuring with a flexural strength of 158 megapascals, gf 15%",glass fiber,15,10,20
9865,pa46 with gf50,glass fiber,50,45,55
9875,"v0, gf + min, clti 3, microwave oven",glass fiber | mineral,,,
9888,glass beads 14% and mineral 47% light stabilized pa 6t-xt,glass beads | mineral,61,56,66
9904,pa 6/6 30 percent  glass filled flame retardant,glass fiber,30,25,35
9931,unfilled santoprene,unfilled,,,
9967,sofprene 15% lcp,,15,10,20
9981,aramidereinforced esd nylon 6-10,aramid fiber,,,
9983,gur am and stainless steel fiber less than 76%,metal,76,,76
9986,"celcon, 25% glass bead",glass beads,25,20,30
9999,"pa612
â€¢ 20% filler: stainless steel (powder or threads, therefore magnetic)
â€¢ mfi ~25g/10min (250â°c, 2.16kg)
â€¢ food contact approved",metal,20,15,25
10005,unreinforced tc v0 low density,unfilled,,,
10020,pa66 gf33,glass fiber,33,28,38
10026,polypropylene long glass fiber,long glass fiber,,,
10029,"clte 9.0e-6 / c, 25% graphite fiber, cm 9000mpa",graphite fiber,25,20,30
10041,"pp with gf , low emmission",glass fiber,,,
10049,25% glass beads reinforced material with tensile modulus highter than 3700mpa and mold shrinkage below 1.4%,glass beads,25,20,30
10061,pps and carbon,carbon,,,
10093,total load <55% gf stellantis-chrysler,glass fiber,55,,55
10094,wear and pa and gf30,glass fiber,30,25,35
10099,material with md / long aramid fiber,mineral | long aramid fiber,,,
10104,35% abs,,35,30,40
10110,show grades that are without glass,unfilled,,,
10150,full load greater than 61 cpn2660ms50103 stellantis-chrysler,,61,61,
10171,pa66 gf30,glass fiber,30,25,35
10175,unfilled high impact,unfilled,,,
10176,standard compressive modulus or glass transition temperature coef. of lin. therm expansion normal = 295e-6/k between 249 to 328 good edhc non-filler,unfilled,,,
10200,glass filled and liquid crystal polymer ( lcp ),glass fiber,,,
10204,suggest some glass-mineral free grade,unfilled,,,
10212,pa 66/6 sf carbon fiber range 20 to 72%,metal | carbon fiber,20,20,72
10215,dielectric constant 3.7 with 158 mpa gf,glass fiber,,,
10236,eptr mf + glass beads electdiss,mineral | glass beads,,,
10246,polyamide 10-10 total load max 44% long aramid fibre long glass fiber flameretardent,long aramid fiber | long glass fiber,44,,44
10251,vectra for a beer machine part + graphite fiber + clte ( parallel ) = 9.0 e-6 /k,graphite fiber,,,
10265,fp 19%,,19,14,24
10266,excellent u.v. stabilised or stable to weather standard elongation at yield 50 mm/min and flexural strain at failure astm d 790 tape 0° (%) more than or eaual to 1.49 with without glass,unfilled,,,
10303,af grades,aramid fiber,,,
10309,gf30 cd  (long fiber),long glass fiber | carbon powder,30,25,35
10321,"looking for a material that is unreinforced, light weight and thermally conductive",unfilled,,,
10340,pa6t-xt un filled,unfilled,,,
10364,gr and long metal fiber,glass fiber | long metal fiber,,,
10400,"need a grade for suspension bellow, unfilled",unfilled,,,
10427,aramide 25% and mf 10%,aramid fiber | mineral,35,30,40
10431,"50% gf, tm 2750, den 1410, = wss-m98p14-a7",glass fiber,50,45,55
10439,"seeking gf / mf reinforced grades with tensile modulus 21500mpa, cti plc 4. applicable for auto camera base",glass fiber | mineral,,,
10456,glass 50 lft,long glass fiber,50,45,55
10459,mineral v-1 0.9mm thick.,mineral,,,
10463,gf - long fiber cd 30,long glass fiber | carbon powder,30,25,35
10503,"fibre glass, metal lead-free solderability polyamide 10/10",glass fiber | metal,,,
10515,bf 30% pet,,30,25,35
10526,natural organic fiber in nylon 6t-66,natural organic fiber,,,
10527,lcf 32 with range +/-14,long carbon fiber,32,18,46
10543,grades with total filler load less than 75 aramid reinforced,aramid fiber,75,,75
10562,material with gr mineral,glass fiber | mineral,,,
10584,poly-m-xylylenadipamid long ss fiber + long glass fiber,long metal fiber | long glass fiber,,,
10607,pa6 gf35,glass fiber,35,30,40
10610,recommend a pa6 gf30 with high heat properties in color black,glass fiber,30,25,35
10621,"material for a tailgate protective tube housing, mvr 15cm3 / 10, glass filled",glass fiber,,,
10638,material with load of 68 with range 14%,,68,54,82
10641,materials with combined load <51 long metal fibre glass fiber,long metal fiber | glass fiber,51,,51
10644,vicatsofteningtemperature=102°c good lasermarkable gf 18 and mineral 17% tear strength (lowest),glass fiber | mineral,35,30,40
10648,cs lft ol and total content of 25,,25,20,30
10654,"what lft has 30% long glass fiber, meets gmw15890p-pp-gf30e and is used in auto seat head cover box",long glass fiber,30,25,35
10658,pa610 22% geolast,,22,17,27
10663,combined load of 35% having glass/min filler,glass fiber | mineral,35,30,40
10665,can you recommend a emissons total content less than 54% umpe grade that is approved for sliding for farm machine,,54,,54
10672,organic fiber carbon powder 42 with range 18 shock resistance thermal conductivity iso 22007 2 flow w m k =average average molecular weight margolies' equation (g/mol) (3.96e+06 g/mol),natural organic fiber | carbon powder,42,24,60
10673,nylon 6/10 long ss fiber or long carbon fiber tribology,long metal fiber | long carbon fiber,,,
10680,long metal fiber in cope,long metal fiber,,,
10693,jf0328 md / natural organic fiber,mineral | natural organic fiber,,,
10709,looking for a polypropylene metal aramid fiber filler load >62 with mfi =180.92,metal | aramid fiber,62,62,
10767,pps unreinforced grade,unfilled,,,
10771,25% reinforced plastic with glass fiber content and laser markability and a v0 rating,glass fiber,25,20,30
10777,non filler silicon oil concentrate thermoplastic vulcanizates,unfilled,,,
10785,aramid reinforced 41 + natural organic fiber 45 e140692,aramid fiber | natural organic fiber,86,81,91
10803,46% ld-pe,,46,41,51
10809,looking for a pa6t 41 ss and 19 carbon fiber with mvr197.77,metal | carbon fiber,60,55,65
10820,grade that excludes mineral filler,unfilled,,,
10824,full load max 75% selar available in north america,,75,,75
10833,"strong puncture energy and charpy notched, stress at 50% deformation 28, heat stable, md 58 to 72",mineral,58,58,72
10844,polypropylene glass filled 30%,glass fiber,30,25,35
10870,mineral max 49%,mineral,49,,49
10878,zyt 30%,,30,25,35
10897,gf laser direct structuring (lds) pa 66,glass fiber,,,
10903,materials with natural fiber,natural organic fiber,,,
10912,glass-min 65%,glass fiber | mineral,65,60,70
10915,material with pa 12 fibre glass,glass fiber,,,
10932,glass bead filled hostaform with tensile modulus of 3700,glass beads,,,
10938,long fiber gf and cd 30,long glass fiber | carbon powder,30,25,35
10948,"material with long glass fiber, with 30% filled and carbon fiber with 15%",long glass fiber | carbon fiber,45,40,50
10954,longstainlesssteel + long glass fiber grades,long metal fiber | long glass fiber,,,
10974,"customer wants a 40% gf material with a flex mod = 14700, dtul @1.8mpa = 270 and volume resistivity >1e15",glass fiber,40,35,45
10984,combined fill min 75 glass fibre stress-strain curve,glass fiber,75,75,
11007,find a grade without mineral filler,unfilled,,,
11011,gf combined load >75 general motors (gm),glass fiber,75,75,
11032,"all properties required: lead-free soldering, fr vectra grade, 45 wt% filler, contains both mineral and gf.",mineral | glass fiber,45,40,50
11043,fiberglass 66%,glass fiber,66,61,71
11053,glass+min filler content between 30% and 40%,glass fiber | mineral,30,30,40
11086,aramide 10% mf 15%,aramid fiber | mineral,25,20,30
11090,continuous fiber and long carbon fiber 28 - 74 pibiter available in eu,long glass fiber | long carbon fiber,28,28,74
11102,show grades having 40% lfrt,long glass fiber,40,35,45
11153,"+30% lgf, =gmw15890p-pp-gf30e, =automotive seat head cover box",long glass fiber,30,25,35
11159,flame retardant grade with 25% short glass fiber filler and meets renault's ub22c auto spec,glass fiber,25,20,30
11201,material with filler load less than 94,,94,,94
11209,non filler kep available in europe,unfilled,,,
11214,looking for an unfilled celcon ( pom ) material with a notched charpy impact of 7 kj per m²,unfilled,,,
11221,celstran pp gf30 compliant to gmw15890p-pp gf30e standard,long glass fiber,30,25,35
11227,"grade with light weight, unfilled, thermal conductive",unfilled,,,
