idx,query,filler_names,load_value,load_min,load_max
5896,zenite and long glass fiber,long glass fiber,,null,null
5897,zenite and long aramid fiber,long aramid fiber,,null,null
5898,zenite and long carbon fiber,long carbon fiber,,null,null
5899,zytel and glass fiber,glass fiber,,null,null
5900,zytel and aramid fiber,arami fiber,,null,null
5901,zytel and carbon fiber,carbon fiber,,null,null
5902,zytel and long glass fiber,long glass fiber,,null,null
5903,zytel and long aramid fiber,long aramid fiber,,null,null
5904,zytel and long carbon fiber,long carbon fiber,,null,null
6656,glycol resistant pa66 gf30,glass fiber,30,25,35
6663,"pa66, gf30, glycol resistance",glass fiber,30,25,35
6667,pa6 glass 30 fuel tank,glass fiber,30,25,35
6674,"30% gf, oil and hydrolysis resistant",glass fiber,30,25,35
6675,oil-resistant pa6-gf30,glass fiber,30,25,35
6676,"30%gf pa66, high temperature resistance up to 200 degrees celsius, oil and hydrolysis resistant.",glass fiber,30,25,35
6702,pa610 cf,carbon fiber,,,
6707,glass filled toughened nylon,glass fiber,,,
6723,40% glass reinforced pa66,glass fiber,40,35,45
6726,uv resistant long glass fiber,long glass fiber,,,
6728,pa6 gf35,glass fiber,35,30,40
6729,40% glass reinforced ppa,glass fiber,40,35,45
6730,"pbt, unfilled",unfilled,,,
6733,ppa-gf33,glass fiber,33,28,38
6739,looking for a ppa gf30 with rti 150,glass fiber,30,25,35
6741,glass fiber max filler 90%,glass fiber,,,90
6748,can you recommend a carbon fiber reinforced ud tape for use in composite piping applications,carbon fiber,,,
6753,pa6 gf30 with 20% recycling,glass fiber,30,25,35
6757,a pom with 20% glass beads,glass beads,20,15,25
6762,"appearence, glass fiber,molding",glass fiber,,,
6768,"pbt, 15% gf, flame retardant",glass fiber,15,10,20
6769,short fiber polypropylene,glass fiber,,,
6770,looking for a 55d hytrel that is loaded with carbon black at levels >10% up to 25%.,carbon,,10,25
6774,"pa612
ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ 20% filler: stainless steel (powder or threads, therefore magnetic)
ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ mfi ~25g/10min (250ÃƒÂ¢Ã‚Â°c, 2.16kg)
ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ food contact approved",metal,20,15,25
6782,what a htn with 35% glass fibr,glass fiber,35,30,40
6786,nylon 612 30%gf,glass fiber,30,25,35
6788,metal-detectable grade,metal,,,
6789,mineral filled pa66,mineral,,,
6804,pbt+30%gf,glass fiber,30,25,35
6805,zytel pa66 unreinforced,unfilled,,,
6810,stainless steel fiber,metal,,,
6814,pa66gf30 halogen free,glass fiber,30,25,35
6819,pbt long steel fiber,long metal fiber,,,
6822,unfilled injection molding food grade pbt,unfilled,,,
6823,pa 6/6 30 percent  glass filled flame retardant,glass fiber,30,25,35
6824,fiber grades,glass fiber,,,
6835,"i""d like to check all grades contain gf less than 30%, v0 haogen free, cti 0class,",glass fiber,,,30
6845,unfilled high impact,unfilled,,,
6847,pa6 30 glas fibre recycle content,glass fiber,30,25,35
6851,hostaform with low wear and friction properties without glass fiber and ptfe free,unfilled,,,
6854,pa6 30% glas fibre recycled content,glass fiber,30,25,35
6855,polyamide glass reinforced with good hydrolysis resistance,glass fiber,,,
6856,"pps grade with highest tensile modulus, at the same time exclude long glass fiber",unfilled,,,
6878,unreinforced flame retardant pa66,unfilled,,,
6879,pps  gf60,glass fiber,60,55,65
6883,"pa66 unfilled, heat stabilized",unfilled,,,
6886,pbt gf30 with fr,glass fiber,30,25,35
6889,can you recommend a uv resistant long fiber reinforced pp grade that is approved for auto interior,long glass fiber,,,
6893,food contact pbt unfilled injection moldable,unfilled,,,
6895,pa66 unreinforced,unfilled,,,
6897,pa6 30 glas fibre,glass fiber,30,25,35
6899,material with glass fibers,glass fiber,,,
6917,a pa66 gf30 for radator end tank,glass fiber,30,25,35
6939,zytel g30,glass fiber,30,25,35
6947,pa66 with glas fibre 50%,glass fiber,50,45,55
6955,"glass filled pom with fuel resistance""",glass fiber,,,
6996,"need an glass filled, heat resistant lcpa ",glass fiber,,,
7021,fortronÃƒÂ¢Ã‚Â® 30% glass filled,glass fiber,30,25,35
7038,pp+40%gf,glass fiber,40,35,45
7039,pa66gf30,glass fiber,30,25,35
7040,pa66g30,glass fiber,30,25,35
7041,pa 66 unfilled,unfilled,,,
7427,offset for the ultramid,glass fiber,30,25,35
7458,find rs30gb20t datasheet,glass fiber,50,45,55
7490,sxb3 uv nd5012,unfilled,,,
7544,lgf30 reinforced material with auto approvals,long glass fiber,30,25,35
7594,"pbt gf30 with v-0 flame retradant, laser markable and hr",glass fiber,30,25,35
7605,pom tl52476 vw 50180 unfilled,unfilled,,,
7757,fiber,glass fiber,,,
7784,pa66-gf25 acc. vw50127-pa66-6,glass fiber,25,20,30
7839,"pa66 gf30, halogene-free flame-reatardant, vw tl 50133, electr.strength 2.7kv/mm",glass fiber,30,25,35
7945,pa66 gf35 v-0 cti 600 hf 1,glass fiber,35,30,40
8034,"pa6 or pp with 30% glass fiver, v0 for junction box at renault",glass fiber,30,25,35
8085,tecnopreneÃƒÂ¢Ã‚Â® hf gf/30 v0,glass fiber,30,25,35
8203,pbt gf30 fr from basf,glass fiber,30,25,35
8212,nylon filled with glass fiber and ptfe,glass fiber,,,
19518,"ptfe, 45% gf, celanyl, den = 1.48 g/cc, charpy impact <= 50 kj/m^2",glass fiber,45,40,50
19525,how will i know the glass - filled content in your zytel grades,glass fiber,,,
19533,an alternative to hytrel for fibers,glass fiber,,,
19535,pa66 reonforced,,,,
19537,metal bond,metal,,,
19542,"what 50% gf materials do you have that meet nsf61? material also needs to have water absorption < 2.9%, and be able to handle a service temp of 130Ã‚Â°c.",glass fiber,50,45,55
19544,hostaform  carbon filler,carbon fiber,,,
19546,"gf30, pp",glass fiber,30,25,35
19556,pa6 with 30% glass for visible interior parts,glass fiber,30,25,35
19557,"pa66 material with 25% glass fiber filler, electric strength ( ac ) of 45. needs auto approval for renault ub22c.",glass fiber,25,20,30
19558,"zenite, gf, fs 158, specialty appearance",glass fiber,,,
19563,pa66 gf33,glass fiber,33,28,38
19566,looking for a unfilled celcon grade with notched charpy impact of 7 kj/m2,unfilled,,,
19569,"gur, unfilled, average particle size of 120, molecular weight of 600000",unfilled,,,
19575,glass fiber,glass fiber,,,
19584,"plastic thermally conductive, light weight, unreinforced",unfilled,,,
19585,customer is looking for a gf filled pa66 with ptfe for tailgate spring sleeve application,glass fiber,,,
19586,glass reinforced lcp,glass fiber,,,
19592,pa66 gf ptfe,glass fiber,,,
19598,please provide the list of v0 glass fiber and mineral materials having a cti plc 3 which can be used in a microwave oven,glass fiber | mineral,,,
19604,looking for pa66 gf40,glass fiber,40,35,45
19605,30% glass filled pa66,glass fiber,30,25,35
19607,unreinforced zytel with fmvss,unfilled,,,
19609,"applications part in a beer machine , material full filing , -filler content 25% , -graphite filler",graphite fiber,25,20,30
19615,pps fortron glass mineral gmw17521p-pps-gf40-type 2,glass fiber | mineral,,,
19622,celanyl with lower contents of glass fiber reinforced grade,glass fiber,,,
19624,dbl 5420 pps gf,glass fiber,,,
19630,gf + clte 8-10e-6 + fda/nsf,glass fiber,,,
19631,pp-gf30% eco-r black made in us,glass fiber,30,25,35
19632,non halogen fr pa66 gf30,glass fiber,30,25,35
19637,"what pps grades have mold shrinkage from 0.3 - 0.5% , cti plc 4, and total filler content of 65%",,65,60,70
19638,40% glass filled pp,glass fiber,40,35,45
19641,"can you help me identify the best glass-reinforced nylon 6 grade with an hdt of 220 @0.45mpa, and an mfi of around 15?",glass fiber,,,
19642,ppa gf30,glass fiber,30,25,35
19644,i am looking for a frianyl with glass fiber content of 25%,glass fiber,25,20,30
19653,pps gf 30 spec,glass fiber,30,25,35
19656,"application li - on battery separator , -processing - porous sintering , material fulfilling , -chemical resistance , -unfilled grade",unfilled,,,
19658,"20% filled, gf, recycle",glass fiber,20,15,25
19660,pa6 with glass,glass fiber,,,
19662,pbt v-0 non-halogen gf30,glass fiber,30,25,35
19663,celstran gf30 for automotive seating applications,long glass fiber,30,25,35
19664,pa-gf50,glass fiber,50,45,55
19665,lcp gf30,glass fiber,30,25,35
19666,"i am looking for material with mw = 600000, d = 120, unfilled, 0.950 g / ccm.",unfilled,,,
19668,glass fiber and filler included plastic,glass fiber,,,
19672,glass filled zenite to be used in a 5g antenna,glass fiber,,,
19673,what are your 30% gf pa6 grades,glass fiber,30,25,35
19681,25% graphite fiber,graphite fiber,25,20,30
19682,pp with glass fiber,glass fiber,,,
19686,lcp 25% graphite fiber,graphite fiber,25,20,30
19691,nsf unfilled nylon,unfilled,,,
19693,i need a material that has a combination  glass  and mineral filler,glass fiber | mineral,,,
19701,"specialty, gf filled, zenite, flex strength 158",glass fiber,,,
19702,grades with filler content = 25% and contains graphite fiber and application = beer machine,graphite fiber,25,20,30
19704,eco b gf33,glass fiber,33,28,38
19707,food contact unfilled pps,unfilled,,,
19714,pa6-cf40,carbon fiber,40,35,45
19716,"zenite, gf, dielectric",glass fiber,,,
19721,"unfilled material with all of these properties: unfilled, ul v0, through plane thermal conductivity of about 1.3 w/m.k and flexural modulus of about 10300 mpa",unfilled,,,
19722,vw auto spec - 15% gf pps,glass fiber,15,10,20
19731,"material possibly from lcp chemistry, filled with 25 wt. % , possibly carbon fibers, good wear resistance is a must, application in food processing, possibly a conveyor part",carbon fiber,25,20,30
19736,"wss-m98p14-a7, 50% gf %",glass fiber,50,45,55
19742,"unfilled, gmw16924p-pom-c2, mvr of 8.4, specific gravity of 1.4",unfilled,,,
19746,cpa6 with glass,glass fiber,,,
19747,could you please let me know pps-gf material which has flexural modulus of 14.7gpa and been approved by mercedes dbl 5420?,glass fiber,,,
19750,find frianyl pa66 gf,glass fiber,,,
19755,flame retardant vectra grade with a combined glass and mineral filler of 45% that is able to used for lead-free soldering,glass fiber | mineral,45,40,50
19757,"recommend material that meets the following requirements (application is part in beer machine):, graphite fiber reinforced, 25% reinforced, wear resistant, vectra brand",graphite fiber,25,20,30
19759,"gf zenite, low dk / df",glass fiber,,,
19767,gf reinforced frianyl pa 66 for a washing machine pump component.,glass fiber,,,
19768,can you recommend an unfillled material that can be used for a suspension bellow?,unfilled,,,
19770,"material fulfilling: , -mold shrinkage <1.4, -tensile modulus >3700 mpa, -filler content 25% , -glass bead filled , application: paint can nozzle",glass beads,25,20,30
19771,"please display materials that are both glass fiber and mineral filled, have a cti plc 3 and flammability of v-0 for use in a microwave oven",glass fiber | mineral,,,
19789,pp-lgf,long glass fiber,,,
19790,hostaform glass filled,glass fiber,,,
19797,"glass fiber filled material, for use in a tailgate protective tube housing, meeting auto spec vw50125",glass fiber,,,
19802,carbon fiber pa grade,carbon fiber,,,
19806,"need pps 65% (gf+m), shrink. 0.3-0.5%, cti=plc 4",glass fiber | mineral,65,60,70
19811,pp-lgf30 for ip,long glass fiber,30,25,35
19812,"we need a recommendation for a carbon filled, static dissipative pom with an electrical resistivity (surface) of 1000 ohm meter.",carbon fiber,,,
19820,40% glass pps,glass fiber,40,35,45
19824,"lead free soldering and flame retardant vectra, mineral filled, and contains 45% glass fiber",mineral | glass fiber,45,40,50
19825,looking for a sebs with the hot-wire ignition ( hwi ) at a thickness of 0.50 to 0.55 mm and filler content of 50% for a fastener for air conditioner,,50,45,55
19832,pa66 gf35 fr,glass fiber,35,30,40
19834,housing for a tailgate spring using a gf reinforced ptfe,glass fiber,,,
19839,"on the search for a 45% glass fiber filled celanyl with ptfe, density of 1.48 g/cm3 and charpy higher than 50 kj/m2",glass fiber,45,40,50
19845,"gf filled recycled grades, mvr = 15 cm3/10min, for tailgate protective tube housing",glass fiber,,,
19848,long glass fiber 30% reinforced material meeting gmw15890p-pp-gf30e that is useful fo an auto seat head cover box.,long glass fiber,30,25,35
19849,i want a glass and mineral filled pps and shrinkage between 0.3 - 0.5 and a tensile mod >= 21500,glass fiber | mineral,,,
19851,polyester 30% glass,glass fiber,30,25,35
19852,"i am looking for a pps, glass fiber and mineral filled, total filler content of 65%, cti pcl5 and a mold shrinkage between 0.3-0.5%",glass fiber | mineral,65,60,70
19853,unfilled keptical grades,unfilled,,,
19859,pbt-gf30,glass fiber,30,25,35
19863,pa6 with glass 70%,glass fiber,70,65,75
19865,"need light weight, thermally conductive, and unfilled",unfilled,,,
19870,can you recommend an unfillled material that can be used for a suspension bellow,unfilled,,,
19874,could you recommend me a pps grade that is used in a water pump-impeller with 40% of glass fiber and mercedes auto approval?,glass fiber,40,35,45
19882,"with renault ub22c auto approval , flame retardant, heat resistance, glass fiber",glass fiber,,,
19883,"v0, plc3, reinforced",,,,
19888,vectra low clte; graphite fibres,graphite fiber,,,
19894,"recycle, glass, melt volume 15, tailgate",glass fiber,,,
19896,a 40% glass fiber filled polyphenylene sulfide material.,glass fiber,40,35,45
19900,pa 30% glass,glass fiber,30,25,35
19901,need a pa6 with the hot-wire ignition ( hwi ) at a thickness of 0.025 to 0.028 mm and no filler for a dosing pump for chemicals,unfilled,,,
19902,what is an unfilled material that is suitable for suspension bellow aka strut bellow aka strut bumper?,unfilled,,,
19911,pps gf40,glass fiber,40,35,45
19914,pbt flame retardant unfilled,unfilled,,,
19915,polyamide 66 gf30,glass fiber,30,25,35
19916,glass filled and liquid crystal polymer (lcp),glass fiber,,,
19918,unreinforced pa grades zytel,unfilled,,,
19922,30% glass filled super toughened pa66,glass fiber,30,25,35
19923,unfilled celcon with charpy impact strength ( notched ) of 7 kj/m2,unfilled,,,
19929,"cti of 4, ten mod 21500, gf + min, auto camera base application",glass fiber | mineral,,,
19937,lcp gfmf 45,glass fiber | mineral,45,40,50
19940,pa ( min recycled content 30% ),mineral,30,25,35
19942,pa66 gf35,glass fiber,35,30,40
19947,lcp gf platable dielectric constant 3.7,glass fiber,,,
19956,"lcp, 45% , cti > 175, mineral, glass",mineral | glass fiber,45,40,50
19959,nylon 6 with 30% glass for visible interior parts,glass fiber,30,25,35
19973,lgf grades,long glass fiber,,,
19979,lcp filler glass fiber mineral 45% cti plc 3,glass fiber | mineral,45,40,50
19986,looking for an unfilled celcon ( pom ) material with a notched charpy impact of 7 kj per mÃ‚Â²,unfilled,,,
19989,what is an unfilled material that is suitable for suspension bellow aka strut bellow aka strut bumper,unfilled,,,
20000,"30% gf nylon non hal, laser markable",glass fiber,30,25,35
20003,pp gf50,glass fiber,50,45,55
20006,fr pa66 + glass fiber + laser,glass fiber,,,
20012,"all properties required lead-free soldering, fr vectra grade, 45 wt% filler, contains both mineral and gf.",mineral | glass fiber,45,40,50
20013,searching for an unfilled kepital,unfilled,,,
20014,pom glass fiber,glass fiber,,,
20015,vectra graphite fiber clte 9.0e-6 beer machine part,graphite fiber,,,
20017,rynite unfilled,unfilled,,,
20019,lgf low emission grade meeting gm material specification,long glass fiber,,,
20024,pa66/gf=25,glass fiber,25,20,30
20026,glass filled pom,glass fiber,,,
20031,pa 66 gf35 flame retardant,glass fiber,35,30,40
20032,"v0, unfilled, thermally conductive",unfilled,,,
20037,i need an lcp wear - resistant material that is 25% reinforced and contains graphite fiber.,graphite fiber,25,20,30
20041,pa66 gf gc,glass fiber,,,
20042,pa6 gf20 gb10 natural,glass fiber,20,15,25
20045,need an unfilled material for use in a suspension bellow.,unfilled,,,
20047,pa 6.6 flame retard gf 30,glass fiber,30,25,35
20049,celcon/glass bead=25,glass beads,25,20,30
20060,pbt glass filled hydrolysis resistance,glass fiber,,,
20067,glass 30%,glass fiber,30,25,35
20070,please provide the list of graphite fiber grades with 25% filler load having a compression e > 9000mpa and clte = 9.0e-6,graphite fiber,25,20,30
20071,unfilled pbt with elongtion >50%,unfilled,,,
20075,"mw 600000, unfilled, ps(avg) 120, high mw",unfilled,,,
20076,"unfilled/unreinforced tpv suspension gmw15813 ""type 9""",unfilled,,,
20079,material category like pps gf40,glass fiber,40,35,45
20093,glass fiber filled and meets auto spec vw50125 and used as tailgate protective tube housing,glass fiber,,,
20099,ecomid gf30,glass fiber,30,25,35
20100,gf 25% filled grade,glass fiber,25,20,30
20101,"need pps 65% ( gf + m ) , shrink. 0.3-0.5% , cti plc 4",glass fiber | mineral,65,60,70
20120,frianyl pa66 with glass fiber,glass fiber,,,
20121,30% glassfiber filled pbt for medical,glass fiber,30,25,35
20128,pa6 - gf20 fr,glass fiber,20,15,25
20130,pp that is 30% long glass fiber filled and meets auto spec gmw15890p-pp-gf30e,long glass fiber,30,25,35
20134,celstran gf30,long glass fiber,30,25,35
20136,unfilled pbt with elongation >50%,unfilled,,,
20141,pa6 grade with no filler materials that has a ball pressure result > 200,unfilled,,,
20142,gf and 25% filler grade,glass fiber,25,20,30
20143,i am searching fo a pa66 gf50 containing no halogens,glass fiber,50,45,55
20145,glass reinforced liquid crystalline polyester.,glass fiber,,,
20147,ppa with 30% gf,glass fiber,30,25,35
20152,pa6 gf30 flame retarded,glass fiber,30,25,35
20158,gf + ptfe + celanyl,glass fiber,,,
20170,looking for 30% long glass fiber filled celstran for an automotive seat head cover box,long glass fiber,30,25,35
20173,33% glass pa6,glass fiber,33,28,38
20175,pa66-gf50 black,glass fiber,50,45,55
20176,pps gf40 improved tribo,glass fiber,40,35,45
20177,long fiber reinforced ( 30wt% ) celstran for automotive seat head box.,long glass fiber,30,25,35
20186,"density of .85 to 1.05 g/cm^3, unfilled, mw of 600,000, average particle size of 120",unfilled,,,
20189,lead-free soldered and flame - retardant vectra grade with filler content of 45% ( preferably mineral and glass fiber ),mineral | glass fiber,45,40,50
20200,tds crastin pbt 30% gf,glass fiber,30,25,35
20202,looking for an lcp 45% gf / md,glass fiber | mineral,45,40,50
20212,fiber application,glass fiber,,,
20213,"food approval, unreinforced, global availability, valves",unfilled,,,
20217,"ctq's glass filled ( % ) , melt volume rate greater than 15cm^3 / 10 minutes, uv resistant, ball indention hardness greater than 145 mpa",glass fiber,,,
20218,"65% glass fiber / mineral pps, gmw17521p-pps-gf40-type2",glass fiber | mineral,65,60,70
20219,looking for a pom gb25% modulus approx. 3700mpa,glass beads,25,20,30
20222,gf55,glass fiber,55,50,60
20227,"glass fiber, ptfe, celanyl",glass fiber,,,
20230,crastin unfilled pbt,unfilled,,,
20232,celanese glass fiber laser marking dielectric constant,glass fiber,,,
20235,pps with glass fiber and mineral filled of 65%,glass fiber | mineral,65,60,70
20236,calcium carbonate filled elastomer,mineral,,,
20237,pps 65% w filler glass mineral,glass fiber | mineral,65,60,70
20240,glass run channel extrusion,glass fiber,,,
20248,ecomid pa6 - gf20,glass fiber,20,15,25
20250,"gf, mvr 15, application tailgate protective tube housing, ball indention hardness 145mpa",glass fiber,,,
20252,"hello, i would be looking for a vectra material with 25% graphite fiber and wear resistance. application would be part in a beer machine.",graphite fiber,25,20,30
20254,"unfilled, density - 0.950, mw 600000",unfilled,,,
20255,glass-filled grade for tailgate protective tube housing with vw50125 cert,glass fiber,,,
20259,"recommend material that meets the following requirements ( application is part in beer machine ) , graphite fiber reinforced, 25% reinforced, wear resistant, vectra brand",graphite fiber,25,20,30
20264,celstran pp 30% filled lft grade for automotive seat head cover box,,30,25,35
20283,pa66 gf20 cf10,glass fiber | carbon fiber,30,25,35
20285,unreinforced pps,unfilled,,,
20287,"pa66, frianyl, gf, washing machine pump",glass fiber,,,
20290,"can you let me know grades meet following ctqs? 1. pps, 2. mold shrinkage 0.3- 0.5 % , 3. comparative tracking plc 4, 4. total filler content 65% , 5. gf and mf",glass fiber | mineral,65,60,70
20295,customer needs a pa material with 50 glass fiber filled and flexural modulus over 18000mpa.,glass fiber,50,45,55
20300,"material fulfilling:, -filler content 50% , -short glass fiber , -water absorption 2.9% , -nsf61 at 23Ã‚Â°c , -continuous service temperature 130Ã‚Â°c",glass fiber,50,45,55
20302,"graphite, 25%, vectra",graphite fiber,25,20,30
20305,glass fiber and mineral filled grade,glass fiber | mineral,,,
20315,pa6 30% glass fiber with impact modified,glass fiber,30,25,35
20323,30% glass filled pbt with food contact approval,glass fiber,30,25,35
20325,nylon filled with glass fiber,glass fiber,,,
20335,"pps, 40% glass-filled, water pump impeller application",glass fiber,40,35,45
20336,"looking for a material that is unreinforced, light weight and thermally conductive",unfilled,,,
20337,short glass fiber and mineral filled grade to use in an auto camera base application and has a cti = plc 4 and tensile mod = 21500,glass fiber | mineral,,,
20339,find 50% glass fiber filled celanyl with fm >= 18000 mpa and application = water meter housing,glass fiber,50,45,55
20343,looking for pa66 gf 40 %,glass fiber,40,35,45
20347,33% glass zytel,glass fiber,33,28,38
20363,"gb 25% , mold shrink < 1.4% , tensile mod 3700 mpa, low wapr",glass beads,25,20,30
20368,glass fiber filled grade with recycled content and a melt volume rate of 15cm3/10min for a tailgate protective tube housing,glass fiber,,,
20371,aramid,aramid fiber,,,
20374,"25% glass fiber material that meets renault ub22c to use in an e-vehicle connector, need an ac electric strength of 45",glass fiber,25,20,30
20376,"15% glass fiber, laser direct structuring, flexural strength Ã¢â€°Â¥150mpa",glass fiber,15,10,20
20381,"i want a grade with 25% glass bead filler, a mold shrinkage <1.4 and a tensile mod > 3700 that could be used in a paint can nozzle",glass beads,25,20,30
20383,"celcon, pom grades, unfilled, notched charpy impact greater than 7 kj/m^2, general purpose, what celanese grades meet the above requirements?",unfilled,,,
20389,fr halogen free pa6 gf25,glass fiber,25,20,30
20390,please suggest glass filled pa66  frianyl grade,glass fiber,,,
20396,"need gf celanyl grade with 45% filler, ptfe additive and charpy > 50",glass fiber,45,40,50
20399,pa66 with 25% glass fiber,glass fiber,25,20,30
20400,looking for pa66 shrt glass fibers,glass fiber,,,
20403,pa66 gf10,glass fiber,10,5,15
20407,"unfilled, = v0, fm = 10300 mpa, thermal conductivity = 1.3 w/ ( mk )",unfilled,,,
20414,automotive spec gmw15890p-pp-gf30e 30% gf,glass fiber,30,25,35
20417,ot pbt fr gf30,glass fiber,30,25,35
20424,pps gf + mineral 65% black,glass fiber | mineral,65,60,70
20425,"first select pa66 as base polymer, select glass fiber as filler and ptfe as additive, density setting as 1.48g/m3, charpy strength is above 50 kj/m2",glass fiber,,,
20427,i want a 25% graphite fiber filled grade to use in a beer machine part,graphite fiber,25,20,30
20436,"flex mod 158mpa, 15% gf, lasermarking",glass fiber,15,10,20
20438,lead-free soldered and flame-retardant vectra grade with filler content of 45% (preferably mineral and glass fiber),mineral | glass fiber,,,
20446,gf zenite for 5g antenna ( adas ),glass fiber,,,
20454,zytel unreinforced,unfilled,,,
20455,"looking for a grade that meets the following:   pa66, gf, e(ac) of 45 or greater, filler content around 25%, and meets renault ub22c",glass fiber,25,20,30
20458,vectra for a beer machine part + graphite fiber + clte (parallel) = 9.0 e-6 /k,graphite fiber,,,
20461,"45% aramide fiber,pa66",aramid fiber,45,40,50
20466,i'm looking for a material for a car camera that meets gmw17521p-pps-gf40-type 2. it needs a tensile modulus of at least 21000 mpa that is also glass fiber and mineral filled.,glass fiber | mineral,,,
20471,celstran 30% long glass seat cover box,long glass fiber,30,25,35
20479,looking for a glass filled material for tailgate protective tube housing that meets the following properties: mvr of 15 cmÃ‚Â³ per 10 minutes and ball indention hardness of 145 mpa.,glass fiber,,,
20483,tds zytel pa66 30% gf,glass fiber,30,25,35
20487,find zenite grade with glass fiber for application = 5g antenna,glass fiber,,,
20490,glass reinforced pps whose total filler content must be 65% with mold shrinkage from 0.3 - 0.5% and comparative tracking plc 4,glass fiber,65,60,70
20493,gf zenite for 5g antenna (adas),glass fiber,,,
20497,celcn material with (notched izod impact > 7kj/square meter and wear resistant and specific gravity of 1.4 and unfilled),unfilled,,,
20505,pa66 with glass fiber and ptfe,glass fiber,,,
20509,"unfilled grade with v0 rating, flex mod = 10300 mpa, and k = 1.3 w/m/k",unfilled,,,
20511,need a material with an arc resistance rating of 198 seconds and with filler content = 50%,,50,45,55
20515,need a 30% lgf pp material that does/will meet gmw15890.,long glass fiber,30,25,35
20516,glass balls,glass beads,,,
20517,lft long glass fiber,long glass fiber,,,
20518,looking for lcp with graphite fiber for use in beer machine. need coefficient of linear thermal expansion ( parallel ) of 9.0 e-6 cm / cm / celsius,graphite fiber,,,
20521,unfilled celcon with demonstrated wear resistance,unfilled,,,
20523,gf = 15 / laser direct structuring,glass fiber,15,10,20
20525,33% glass zytel pa6,glass fiber,33,28,38
20526,i am looking for a wear resistant reinforced (total 25 wt% filler including graphite) vectra for a part in  a beer machine.,graphite fiber,25,20,30
20531,"vectra, lcp, heat resistance, mineral, glass",mineral | glass fiber,,,
20533,unreinforced v0 tc light weight grade,unfilled,,,
20535,"recommend pa66 material with ptfe that meets the following requirements ( application tailgate spring sleeve ) , glass reinforced",glass fiber,,,
20536,"what grade of celanyl has ptfe and gf, density of about 1.48, and charpy impact of at least 50 kj/m2?",glass fiber,,,
20538,30% glassfiber filled pbt for automotive applications,glass fiber,30,25,35
20543,looking for a pps gf40 with mercedes dbl5420 approval,glass fiber,40,35,45
20544,ppa gf30 ul94,glass fiber,30,25,35
20547,"i want a celstran grade, a 30% long glass fiber filled pp for use in an automotive seat head cover box",long glass fiber,30,25,35
20555,i want a graphite fiber filled vectra grade that has a clte ( parallel ) of 9e-6 cm / cm / degc for a part in a beer machine,graphite fiber,,,
20557,an unreinforced tribological modified polyoxymethylene (pom) compound with a density of around 1.4 g/ml,unfilled,,,
20558,please let me know pp-gf30 long fiber reinforeced materials which meet gmw15890p-pp-gf30e.,long glass fiber,30,25,35
20564,glass filled hostaform,glass fiber,,,
20566,25% graphite fiber filled material with wear resistance for a beer machine part.,graphite fiber,25,20,30
20572,65% reinforced high flow for automotive camera base,,65,60,70
20575,low warpage grade of 25% reinforced celcon pom containing glass beads,glass beads,25,20,30
20583,pa66; gf25; ul 94 v-0; green,glass fiber,25,20,30
20584,pa impact modified with glass fiber zytel,glass fiber,,,
20586,mineral glass nylon 6,mineral | glass fiber,,,
20588,unfilled celcon grade with notched charpy - 7kj/m2,unfilled,,,
20592,pom gf,glass fiber,,,
20593,what are all the kep grades which are unfilled,unfilled,,,
20595,tds htn 30% gf,glass fiber,,,
20596,pom glass fiber 25%,glass fiber,25,20,30
20601,unfilled kepital material recommendations,unfilled,,,
20602,"glass fiber, mvr = 15cc/10min, ball indention hardness = 145mpa, tailgate protective tube housing",glass fiber,,,
20606,unfilled thermally conductive,unfilled,,,
20609,v0 with gf and mineral improved and comparative tracking index rating plc 3,glass fiber | mineral,,,
20610,"gb 25%, mold shrink < 1.4%, tensile mod 3700 mpa, low wapr",glass beads,25,20,30
20611,"i need a grade with notched impact = to 7 or 10% higher, that get wear propeties, a density of 1.4 and unreinforced",unfilled,,,
20612,65% filled pps grade with glass fiber and minerals which has a mold shrinkage from 0.3 to 0.5 % and a comparative tracking plc 4,glass fiber | mineral,65,60,70
20614,find all pps with (mold shrinkage between 0.3% and 0.5% and comparative tracking plc 4 and total filler content =65% and glass fiber filled and mineral filler).,glass fiber | mineral,65,60,70
20616,pps fiber grade with flame retardance,glass fiber,,,
20624,what glass filled grade of pps meets dbl5420,glass fiber,,,
20625,"need to identify a glass filled material for a tailgate protective tube housing.  the material should have a minimum melt flow of 15 cc/10 min, and a minimum ball indention hardness of 145 mpa",glass fiber,,,
20630,pp glass fiber 20,glass fiber,20,15,25
20631,need a gf15 grade for laser direct structuring with flex strength = 158 mpa,glass fiber,15,10,20
20636,what grades of resin do we have that are both glass fiber and mineral filled?,glass fiber | mineral,,,
20644,"unfilled material with flexural modulus of 10300 mpa, thermal conductivity 1.3w / ( m*k ) , thruplane and flame rating v0 or better",unfilled,,,
20646,need a pa66 with a flammability classification at a thickness of 0.75 mm and filler content of 25% for a santa claus sleigh ejection seat,,25,20,30
20650,pa66 carbon fiber,carbon fiber,,,
20656,"fm >= 18gpa, celanyl, 50% filler",,50,45,55
20658,red phosphor based flame retardant pa with glasfibre,glass fiber,,,
20659,frianyl a gf,glass fiber,,,
